Wall time,Step,Value
1766913551.992728,3378,1.781522512435913
1766913559.187117,3381,1.781639575958252
1766913571.1158159,3386,1.7829782962799072
1766913599.835634,3398,1.7809234857559204
1766913611.762481,3403,1.7829750776290894
1766913623.738313,3408,1.7844984531402588
1766913667.0369651,3426,1.7893558740615845
1766913676.5470889,3430,1.7878698110580444
1766913683.727962,3433,1.7887264490127563
1766913695.672714,3438,1.7892144918441772
1766913712.388352,3445,1.785818338394165
1766913721.92473,3449,1.7912731170654297
1766913726.706097,3451,1.7906213998794556
1766913741.062805,3457,1.7879126071929932
1766913743.494603,3458,1.7869220972061157
1766913758.013532,3464,1.7843549251556396
1766913774.774134,3471,1.7897107601165771
1766913789.1087449,3477,1.7878044843673706
1766913796.28236,3480,1.7883747816085815
1766913810.5790741,3486,1.7892414331436157
1766913836.909824,3497,1.78959059715271
1766913841.6685078,3499,1.7906324863433838
1766913858.3445299,3506,1.7823388576507568
1766913865.547359,3509,1.7833069562911987
1766913872.715335,3512,1.7847243547439575
1766913877.457418,3514,1.7863916158676147
1766913889.382887,3519,1.7876167297363281
1766913927.532866,3535,1.7834292650222778
1766913932.301405,3537,1.7841826677322388
1766913934.702842,3538,1.78538179397583
1766913944.308944,3542,1.7842551469802856
1766913946.6846468,3543,1.7841652631759644
1766913956.334859,3547,1.7848515510559082
1766913961.138113,3549,1.7843183279037476
1766913975.349134,3555,1.784525990486145
1766913977.7250838,3556,1.7841516733169556
1766913994.3018181,3563,1.7899137735366821
1766914023.033879,3575,1.7929227352142334
1766914034.985028,3580,1.794566035270691
1766914042.165937,3583,1.7944749593734741
1766914063.679811,3592,1.7922600507736206
1766914066.0542002,3593,1.7930946350097656
1766914080.403384,3599,1.7951467037200928
1766914082.779988,3600,1.795817494392395
1766914116.256963,3614,1.7956615686416626
1766914125.8097222,3618,1.7937618494033813
1766914130.663892,3620,1.7937092781066895
1766914135.452898,3622,1.7933622598648071
1766914142.633638,3625,1.7924504280090332
1766914149.810949,3628,1.7947633266448975
1766914171.287165,3637,1.796081304550171
1766914185.6393669,3643,1.7975902557373047
1766914190.359212,3645,1.7965551614761353
1766914216.648011,3656,1.7996714115142822
1766914219.0149918,3657,1.7991434335708618
1766914233.322442,3663,1.7963542938232422
1766914250.0632288,3670,1.7970621585845947
1766914308.027312,3694,1.7980198860168457
1766914315.140425,3697,1.794068694114685
1766914322.2651799,3700,1.7947286367416382
1766914327.0546849,3702,1.7945703268051147
1766914377.203774,3723,1.7939610481262207
1766914384.408402,3726,1.7936532497406006
